page,name,address,phone_number,link_url
https://www.apartments.com/colorado-springs-co-80903/10000-to-12000/,Village at New South End,"311 Rio Grande St, Colorado Springs, CO 80903",tel:7193551418,https://www.apartments.com/village-at-new-south-end-colorado-springs-co/hv18qx1/
https://www.apartments.com/colorado-springs-co-80903/10000-to-12000/,Aspire Palmer Park,"1304 E San Miguel St, Colorado Springs, CO 80909",tel:7192595572,https://www.apartments.com/aspire-palmer-park-colorado-springs-co/r1hm713/
https://www.apartments.com/colorado-springs-co-80903/10000-to-12000/,417 E Kiowa St Unit 403,"Colorado Springs, CO 80903",tel:7196526746,https://www.apartments.com/417-e-kiowa-st-colorado-springs-co-unit-403/gd6ptvx/
https://www.apartments.com/colorado-springs-co-80903/10000-to-12000/,312 N Cascade Ave,"Colorado Springs, CO 80903",tel:7205751090,https://www.apartments.com/312-n-cascade-ave-colorado-springs-co/7rcdzhw/
https://www.apartments.com/alexandria-va-22301/3200-to-8388/,The Porter Del Ray,"625 E Monroe Ave, Alexandria, VA 22301",tel:5714759757,https://www.apartments.com/the-porter-del-ray-alexandria-va/x0nc82q/
https://www.apartments.com/alexandria-va-22301/3200-to-8388/,Station 650,"650 Potomac Ave, Alexandria, VA 22301",tel:2406951799,https://www.apartments.com/station-650-alexandria-va/bxd843b/
https://www.apartments.com/alexandria-va-22301/3200-to-8388/,Platform,"1100 N Fayette St, Alexandria, VA 22314",tel:2406951834,https://www.apartments.com/platform-alexandria-va/7ckcmcz/
https://www.apartments.com/alexandria-va-22301/3200-to-8388/,The Frasier,"615 Swann Ave, Alexandria, VA 22301",tel:2404148495,https://www.apartments.com/the-frasier-alexandria-va/3g84hfg/
https://www.apartments.com/atco-nj-08004/5600-to-11988/,Taylor Woods Apartment Homes,"10 Taylor Woods Blvd, Berlin, NJ 08009",tel:8564524300,https://www.apartments.com/taylor-woods-apartment-homes-berlin-nj/494r9ll/
https://www.apartments.com/barnegat-nj-08005/5600-to-11988/,Atlantic Heights,"900 N Barnegat Blvd, Barnegat, NJ 08005",tel:6098913763,https://www.apartments.com/atlantic-heights-barnegat-nj/n237dtq/
https://www.apartments.com/berlin-nj-08009/5600-to-11988/,The Villages at Berlin,"183-500 Tansboro Rd, Berlin, NJ 08009",tel:8565450271,https://www.apartments.com/the-villages-at-berlin-berlin-nj/str4y84/
https://www.apartments.com/berlin-nj-08009/5600-to-11988/,Taylor Woods Apartment Homes,"10 Taylor Woods Blvd, Berlin, NJ 08009",tel:8564524300,https://www.apartments.com/taylor-woods-apartment-homes-berlin-nj/494r9ll/
https://www.apartments.com/barrington-nj-08007/5600-to-11988/,Union Grove,"1200 Clements Bridge Rd, Barrington, NJ 08007",tel:8566445633,https://www.apartments.com/union-grove-barrington-nj/1cxl304/
https://www.apartments.com/barrington-nj-08007/5600-to-11988/,Presidential Court Apartments,"918 E Clements Bridge Rd, Runnemede, NJ 08078",tel:8565563784,https://www.apartments.com/presidential-court-apartments-runnemede-nj/cqw6exg/
https://www.apartments.com/cherry-hill-nj-08002/5600-to-11988/,Burrough's Mill,"1 Burroughs Mill Cir, Cherry Hill, NJ 08002",tel:8567335625,https://www.apartments.com/burroughs-mill-cherry-hill-nj/sbr81v7/
https://www.apartments.com/cherry-hill-nj-08002/5600-to-11988/,Park Lane at Garden State Park,"1 Park Lane Blvd, Cherry Hill, NJ 08002",tel:8562492299,https://www.apartments.com/park-lane-at-garden-state-park-cherry-hill-nj/nkjcm3m/
https://www.apartments.com/beverly-nj-08010/5600-to-11988/,Edgewater Manor,"120 Elm St, Beverly, NJ 08010",tel:6402220703,https://www.apartments.com/edgewater-manor-beverly-nj/bwlvl8c/
https://www.apartments.com/beverly-nj-08010/5600-to-11988/,The Courtyards,"200 Delanco Rd, Edgewater Park, NJ 08010",tel:8563936460,https://www.apartments.com/the-courtyards-edgewater-park-nj/26nglx8/
https://www.apartments.com/beverly-nj-08010/5600-to-11988/,Orchard Park Apartment Homes,"1020 Woodlane Rd, Edgewater Park, NJ 08010",tel:2672236956,https://www.apartments.com/orchard-park-apartment-homes-edgewater-park-nj/p1bx8kr/
https://www.apartments.com/beverly-nj-08010/5600-to-11988/,The Avery Townhome Apartments,"10 Lincoln Sq, Willingboro, NJ 08046",tel:2677299322,https://www.apartments.com/the-avery-townhome-apartments-willingboro-nj/9r21d65/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ely on Fremont,"901 Fremont St, Las Vegas, NV 89101",tel:7252162238,https://www.apartments.com/ely-on-fremont-las-vegas-nv/m0ets1k/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The 211,"211 N 8th St, Las Vegas, NV 89101",tel:7257263779,https://www.apartments.com/the-211-las-vegas-nv/yrrk6rs/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ridge on Charleston,"3040 E Charleston Blvd, Las Vegas, NV 89104",tel:7253735215,https://www.apartments.com/ridge-on-charleston-las-vegas-nv/gc4442z/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Citrus Apartments,"60 N Pecos Rd, Las Vegas, NV 89101",tel:7252162185,https://www.apartments.com/citrus-apartments-las-vegas-nv/t8c6ee8/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The Vine on 8th,"811-821 Bridger Ave, Las Vegas, NV 89101",tel:7252285479,https://www.apartments.com/the-vine-on-8th-las-vegas-nv/b81ez5b/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Studio 629,"608 S 1st St, Las Vegas, NV 89101",tel:7253735116,https://www.apartments.com/studio-629-las-vegas-nv/4zdejdk/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ridge Falls Apartments,"2895 E Charleston Blvd, Las Vegas, NV 89104",tel:7252276337,https://www.apartments.com/ridge-falls-apartments-las-vegas-nv/qyy3mhw/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Cassia,"319-321 S 9th St, Las Vegas, NV 89101",tel:7257268349,https://www.apartments.com/cassia-las-vegas-nv/yhynnmv/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,C3 Lofts,"1015 S 3rd St, Las Vegas, NV 89101",tel:7255005274,https://www.apartments.com/c3-lofts-las-vegas-nv/54x976m/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,8th Street Apartments,"210-218 S 8th St, Las Vegas, NV 89101",tel:7252100167,https://www.apartments.com/8th-street-apartments-las-vegas-nv/zb3ffcx/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Towne Terrace,"330 S 7th St, Las Vegas, NV 89101",tel:7257775854,https://www.apartments.com/towne-terrace-las-vegas-nv/2z24t99/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Encantada Apartments,"401 N 28th St, Las Vegas, NV 89101",tel:7252100451,https://www.apartments.com/encantada-apartments-las-vegas-nv/qe3s2gz/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Maryland Villas Apartments,"701 N 13th St, Las Vegas, NV 89101",tel:7253732535,https://www.apartments.com/maryland-villas-apartments-las-vegas-nv/x6we4hm/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Park Avenue Apartments,"711 E Carson Ave, Las Vegas, NV 89101",tel:7253735058,https://www.apartments.com/park-avenue-apartments-las-vegas-nv/386xcze/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,174 - WNC Stax LLC,"501 S 10th St, Las Vegas, NV 89101",tel:7252277577,https://www.apartments.com/174-wnc-stax-llc-las-vegas-nv/s2rmge5/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The Betty-Jeanne,"624 Stewart Ave, Las Vegas, NV 89101",tel:7257772199,https://www.apartments.com/the-betty-jeanne-las-vegas-nv/x4bf1xm/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Share Village Main,"2028 Fremont St, Las Vegas, NV 89101",tel:7253735239,https://www.apartments.com/share-village-main-las-vegas-nv/lg73dre/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Playa Vista,"3700 E Bonanza Rd, Las Vegas, NV 89110",tel:7252276515,https://www.apartments.com/playa-vista-las-vegas-nv/cg3c3xg/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,901 E Fremont St Unit 308.789540,"Las Vegas, NV 89101",tel:4154170247,https://www.apartments.com/901-e-fremont-st-las-vegas-nv-unit-308789540/wnkk5kh/
https://www.apartments.com/calumet-city-il-60409/3200-to-8388/,Dynasty Properties,"250 Yates Ave, Calumet City, IL 60409",tel:2193481823,https://www.apartments.com/dynasty-properties-calumet-city-il/p0rp7nv/
https://www.apartments.com/calumet-city-il-60409/3200-to-8388/,Ginger Ridge Apartments,"1954 Memorial Dr, Calumet City, IL 60409",tel:7085643436,https://www.apartments.com/ginger-ridge-apartments-calumet-city-il/lyr2xff/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ely on Fremont,"901 Fremont St, Las Vegas, NV 89101",tel:7252162238,https://www.apartments.com/ely-on-fremont-las-vegas-nv/m0ets1k/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The 211,"211 N 8th St, Las Vegas, NV 89101",tel:7257263779,https://www.apartments.com/the-211-las-vegas-nv/yrrk6rs/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ridge on Charleston,"3040 E Charleston Blvd, Las Vegas, NV 89104",tel:7253735215,https://www.apartments.com/ridge-on-charleston-las-vegas-nv/gc4442z/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Citrus Apartments,"60 N Pecos Rd, Las Vegas, NV 89101",tel:7252162185,https://www.apartments.com/citrus-apartments-las-vegas-nv/t8c6ee8/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The Vine on 8th,"811-821 Bridger Ave, Las Vegas, NV 89101",tel:7252285479,https://www.apartments.com/the-vine-on-8th-las-vegas-nv/b81ez5b/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Studio 629,"608 S 1st St, Las Vegas, NV 89101",tel:7253735116,https://www.apartments.com/studio-629-las-vegas-nv/4zdejdk/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Ridge Falls Apartments,"2895 E Charleston Blvd, Las Vegas, NV 89104",tel:7252276337,https://www.apartments.com/ridge-falls-apartments-las-vegas-nv/qyy3mhw/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Cassia,"319-321 S 9th St, Las Vegas, NV 89101",tel:7257268349,https://www.apartments.com/cassia-las-vegas-nv/yhynnmv/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,C3 Lofts,"1015 S 3rd St, Las Vegas, NV 89101",tel:7255005274,https://www.apartments.com/c3-lofts-las-vegas-nv/54x976m/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,8th Street Apartments,"210-218 S 8th St, Las Vegas, NV 89101",tel:7252100167,https://www.apartments.com/8th-street-apartments-las-vegas-nv/zb3ffcx/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Towne Terrace,"330 S 7th St, Las Vegas, NV 89101",tel:7257775854,https://www.apartments.com/towne-terrace-las-vegas-nv/2z24t99/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Encantada Apartments,"401 N 28th St, Las Vegas, NV 89101",tel:7252100451,https://www.apartments.com/encantada-apartments-las-vegas-nv/qe3s2gz/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Maryland Villas Apartments,"701 N 13th St, Las Vegas, NV 89101",tel:7253732535,https://www.apartments.com/maryland-villas-apartments-las-vegas-nv/x6we4hm/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Park Avenue Apartments,"711 E Carson Ave, Las Vegas, NV 89101",tel:7253735058,https://www.apartments.com/park-avenue-apartments-las-vegas-nv/386xcze/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,174 - WNC Stax LLC,"501 S 10th St, Las Vegas, NV 89101",tel:7252277577,https://www.apartments.com/174-wnc-stax-llc-las-vegas-nv/s2rmge5/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,The Betty-Jeanne,"624 Stewart Ave, Las Vegas, NV 89101",tel:7257772199,https://www.apartments.com/the-betty-jeanne-las-vegas-nv/x4bf1xm/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Share Village Main,"2028 Fremont St, Las Vegas, NV 89101",tel:7253735239,https://www.apartments.com/share-village-main-las-vegas-nv/lg73dre/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,Playa Vista,"3700 E Bonanza Rd, Las Vegas, NV 89110",tel:7252276515,https://www.apartments.com/playa-vista-las-vegas-nv/cg3c3xg/
https://www.apartments.com/las-vegas-nv-89101/10000-to-12000/,901 E Fremont St Unit 308.789540,"Las Vegas, NV 89101",tel:4154170247,https://www.apartments.com/901-e-fremont-st-las-vegas-nv-unit-308789540/wnkk5kh/
https://www.apartments.com/frankfort-in-46041/3200-to-8388/,Turtle Creek Frankfort,"700 Saint Marys Ave, Frankfort, IN 46041",tel:7652493964,https://www.apartments.com/turtle-creek-frankfort-frankfort-in/0ysme52/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,The Crossing at Auburn Hills,"601 Seville Blvd, Pontiac, MI 48340",tel:2489757427,https://www.apartments.com/the-crossing-at-auburn-hills-pontiac-mi/10bykl7/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Oak Square Apartments,"505 Old Oak Ct, Pontiac, MI 48340",tel:2486577670,https://www.apartments.com/oak-square-apartments-pontiac-mi/ehtlnen/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Auburn Heights Apartments,"13 Birwoode Dr, Pontiac, MI 48340",tel:9472086018,https://www.apartments.com/auburn-heights-apartments-pontiac-mi/l8rftge/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Club One of Auburn Hills,"1510 Nob Ln, Pontiac, MI 48340",tel:2487812033,https://www.apartments.com/club-one-of-auburn-hills-pontiac-mi/zq33z5z/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Auburn Village Townhomes,"60 1/2 Grantour Ct, Pontiac, MI 48340",tel:9478887340,https://www.apartments.com/auburn-village-townhomes-pontiac-mi/rdvc0w1/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Oakland Hills Townhomes,"639 Balboa Pl, Pontiac, MI 48342",tel:9472107356,https://www.apartments.com/oakland-hills-townhomes-pontiac-mi/mvnqd7k/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,The Wind Song Apartments,"860 E Walton Blvd, Pontiac, MI 48340",tel:9472190460,https://www.apartments.com/the-wind-song-apartments-pontiac-mi/vwxh0we/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Woodlake Hills,"1301 Woodlake Ln, Pontiac, MI 48340",tel:9472084284,https://www.apartments.com/woodlake-hills-pontiac-mi/k37r4bc/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Cornerstone Townhomes,"957 N Perry St, Pontiac, MI 48340",tel:9475006956,https://www.apartments.com/cornerstone-townhomes-pontiac-mi/8z0njk2/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Parkside Residences,"808 Crawford St, Houston, TX 77002",tel:8446980473,https://www.apartments.com/parkside-residences-houston-tx/fgs3g4v/
https://www.apartments.com/houston-tx-77003/5600-to-11988/,Parkside Residences,"808 Crawford St, Houston, TX 77002",tel:8446980473,https://www.apartments.com/parkside-residences-houston-tx/fgs3g4v/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Parkside Residences,"808 Crawford St, Houston, TX 77002",tel:8446980473,https://www.apartments.com/parkside-residences-houston-tx/fgs3g4v/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Market Square Tower,"777 Preston St, Houston, TX 77002",tel:8327260972,https://www.apartments.com/market-square-tower-houston-tx/1c7bkr5/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,The Travis,"3300 Main St, Houston, TX 77002",tel:8325011503,https://www.apartments.com/the-travis-houston-tx/0hg02y3/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,SoDo - Houston North Tower,"1625 Main St, Houston, TX 77002",tel:8446242395,https://www.apartments.com/sodo-houston-north-tower-houston-tx/v7fb17g/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Brava,"414 Milam St, Houston, TX 77002",tel:8327726335,https://www.apartments.com/brava-houston-tx/h1yxps3/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Aris Market Square,"409 Travis St, Houston, TX 77002",tel:8323719831,https://www.apartments.com/aris-market-square-houston-tx/bm6fcmb/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,The Carter,"4 Chelsea Blvd, Houston, TX 77006",tel:8329742501,https://www.apartments.com/the-carter-houston-tx/1phgwc6/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,One Park Place,"1400 Mckinney St, Houston, TX 77010",tel:8327725924,https://www.apartments.com/one-park-place-houston-tx/0mm8lg3/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,The Crossing at Auburn Hills,"601 Seville Blvd, Pontiac, MI 48340",tel:2489757427,https://www.apartments.com/the-crossing-at-auburn-hills-pontiac-mi/10bykl7/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Market Square Tower,"777 Preston St, Houston, TX 77002",tel:8327260972,https://www.apartments.com/market-square-tower-houston-tx/1c7bkr5/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,The Travis,"3300 Main St, Houston, TX 77002",tel:8325011503,https://www.apartments.com/the-travis-houston-tx/0hg02y3/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,SoDo - Houston North Tower,"1625 Main St, Houston, TX 77002",tel:8446242395,https://www.apartments.com/sodo-houston-north-tower-houston-tx/v7fb17g/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Brava,"414 Milam St, Houston, TX 77002",tel:8327726335,https://www.apartments.com/brava-houston-tx/h1yxps3/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,Aris Market Square,"409 Travis St, Houston, TX 77002",tel:8323719831,https://www.apartments.com/aris-market-square-houston-tx/bm6fcmb/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,The Carter,"4 Chelsea Blvd, Houston, TX 77006",tel:8329742501,https://www.apartments.com/the-carter-houston-tx/1phgwc6/
https://www.apartments.com/houston-tx-77002/5600-to-11988/,One Park Place,"1400 Mckinney St, Houston, TX 77010",tel:8327725924,https://www.apartments.com/one-park-place-houston-tx/0mm8lg3/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Oak Square Apartments,"505 Old Oak Ct, Pontiac, MI 48340",tel:2486577670,https://www.apartments.com/oak-square-apartments-pontiac-mi/ehtlnen/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Auburn Heights Apartments,"13 Birwoode Dr, Pontiac, MI 48340",tel:9472086018,https://www.apartments.com/auburn-heights-apartments-pontiac-mi/l8rftge/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Club One of Auburn Hills,"1510 Nob Ln, Pontiac, MI 48340",tel:2487812033,https://www.apartments.com/club-one-of-auburn-hills-pontiac-mi/zq33z5z/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Auburn Village Townhomes,"60 1/2 Grantour Ct, Pontiac, MI 48340",tel:9478887340,https://www.apartments.com/auburn-village-townhomes-pontiac-mi/rdvc0w1/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Oakland Hills Townhomes,"639 Balboa Pl, Pontiac, MI 48342",tel:9472107356,https://www.apartments.com/oakland-hills-townhomes-pontiac-mi/mvnqd7k/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,The Wind Song Apartments,"860 E Walton Blvd, Pontiac, MI 48340",tel:9472190460,https://www.apartments.com/the-wind-song-apartments-pontiac-mi/vwxh0we/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Woodlake Hills,"1301 Woodlake Ln, Pontiac, MI 48340",tel:9472084284,https://www.apartments.com/woodlake-hills-pontiac-mi/k37r4bc/
https://www.apartments.com/pontiac-mi-48340/10000-to-12000/,Cornerstone Townhomes,"957 N Perry St, Pontiac, MI 48340",tel:9475006956,https://www.apartments.com/cornerstone-townhomes-pontiac-mi/8z0njk2/
https://www.apartments.com/pontiac-mi-48341/10000-to-12000/,Fox Pointe Apartments,"900 Martin Luther King Jr Blvd S, Pontiac, MI 48341",tel:9472085275,https://www.apartments.com/fox-pointe-apartments-pontiac-mi/62fc3ns/
https://www.apartments.com/pontiac-mi-48341/10000-to-12000/,Crystal Lake Apartments,"850 Golf Dr, Pontiac, MI 48341",tel:9473005292,https://www.apartments.com/crystal-lake-apartments-pontiac-mi/qgsnszw/
https://www.apartments.com/pontiac-mi-48341/10000-to-12000/,Huron Place,"574 W Huron St, Pontiac, MI 48341",tel:9472227493,https://www.apartments.com/huron-place-pontiac-mi/8yzwbb3/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Arlington Square,"207 SE 2nd Pl, Gainesville, FL 32601",tel:3868537346,https://www.apartments.com/arlington-square-gainesville-fl/qf53nhw/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,The Landings,"3801 SW 13th St, Gainesville, FL 32608",tel:3529003293,https://www.apartments.com/the-landings-gainesville-fl/5ekqh0n/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Wildflower Apartments,"1210 SW 11th Ave, Gainesville, FL 32601",tel:3868537659,https://www.apartments.com/wildflower-apartments-gainesville-fl/3ynhvwf/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Courtyards Student Apartments,"1231 SW 3rd Ave, Gainesville, FL 32601",tel:3868533563,https://www.apartments.com/courtyards-student-apartments-gainesville-fl/zrj10cw/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,The Row,"1130 SW 5th Ave, Gainesville, FL 32601",tel:3868537210,https://www.apartments.com/the-row-gainesville-fl/5wc19kq/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Sweetwater on 16th,"205 SE 16th Ave, Gainesville, FL 32601",tel:3529003469,https://www.apartments.com/sweetwater-on-16th-gainesville-fl/d6xg41k/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,College Manor,"1216 SW 2nd Ave, Gainesville, FL 32601",tel:3529003813,https://www.apartments.com/college-manor-gainesville-fl/492he7j/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Oakbrook Walk - UF (Student Housing),"1331 SW 13th St, Gainesville, FL 32608",tel:3868537761,https://www.apartments.com/oakbrook-walk-uf-student-housing-gainesville-fl/zdkf0dw/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Liv+Gainesville,"1900 SW 13th St, Gainesville, FL 32608",tel:3868537618,https://www.apartments.com/liv-gainesville-gainesville-fl/l0nx86e/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Anthem House,"2548 SW 13th St, Gainesville, FL 32608",tel:3868537540,https://www.apartments.com/anthem-house-gainesville-fl/c8v05hg/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Bivens Cove,"3301 SW 13th St, Gainesville, FL 32608",tel:3529003794,https://www.apartments.com/bivens-cove-gainesville-fl/4qs856j/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Frederick Gardens,"1405 SW 10 Ter, Gainesville, FL 32601",tel:3868537318,https://www.apartments.com/frederick-gardens-gainesville-fl/t9xbnnb/
https://www.apartments.com/gainesville-fl-32601/10000-to-12000/,Arbor Park,"309 SW 16 Ave, Gainesville, FL 32601",tel:3529003327,https://www.apartments.com/arbor-park-gainesville-fl/97hynl5/
